restaurant_id,orders_count,temp,rain,wind,humidity,tourist_flow,is_holiday,ops_accepting_time_gojek,ops_delivery_time_gojek,ops_preparation_time_gojek,ops_rating_gojek,ops_rating_grab,mkt_ads_spend_gojek,mkt_ads_spend_grab,mkt_impressions_grab,mkt_roas_gojek,mkt_roas_grab,outage_offline_rate_grab,ads_spend_total,impressions_total,accepting_time_mean,delivery_time_mean,preparation_time_mean,offline_rate_sum,day_of_week,is_weekend,total_sales_lag_1,total_sales_lag_3,total_sales_lag_7,orders_count_lag_1,orders_count_lag_3,orders_count_lag_7,temp_lag_1,temp_lag_2,temp_lag_3,temp_lag_4,temp_lag_5,temp_lag_6,temp_lag_7,rain_lag_1,rain_lag_2,rain_lag_3,rain_lag_4,rain_lag_5,rain_lag_6,rain_lag_7,wind_lag_1,wind_lag_2,wind_lag_3,wind_lag_4,wind_lag_5,wind_lag_6,wind_lag_7,humidity_lag_1,humidity_lag_2,humidity_lag_3,humidity_lag_4,humidity_lag_5,humidity_lag_6,humidity_lag_7,tourist_flow_lag_1,tourist_flow_lag_2,tourist_flow_lag_3,tourist_flow_lag_4,tourist_flow_lag_5,tourist_flow_lag_6,tourist_flow_lag_7,total_sales_rolling_mean_7,orders_count_rolling_mean_7,temp_rolling_mean_7,rain_rolling_mean_7,wind_rolling_mean_7,humidity_rolling_mean_7,tourist_flow_rolling_mean_7
18,16.0,,,,,0.0,0,0.05,10.666666666666666,19.166666666666668,4.800000190734863,4.9,,121305.69,2999.0,,17.1195596842984,0.0,121305.69,2999.0,0.05,10.666666666666666,19.166666666666668,0.0,5,1,3366800.0,3204000.0,7152400.0,9.0,11.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3915600.0,12.285714285714286,,,,,0.0
7,24.0,,,,,0.0,0,0.0,11.15,31.0,4.800000190734863,4.8,111624.0,380382.57,5304.0,40.0155880455816,11.09217491222061,0.0,492006.57,5304.0,0.0,11.15,31.0,0.0,0,0,8372290.0,8705000.0,11188730.0,16.0,18.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9168817.142857144,19.428571428571427,,,,,0.0
20,22.0,26.1,18.5,15.9,89.0,0.0,0,0.0,12.516666666666667,36.23333333333333,4.699999809265137,4.8,60480.0,169297.16,3730.0,29.728835978835978,10.927531211982528,0.0,229777.16,3730.0,0.0,12.516666666666667,36.23333333333333,0.0,5,1,5780500.0,4386500.0,3627100.0,29.0,21.0,19.0,26.6,27.5,26.4,27.0,26.1,26.9,27.1,12.4,4.4,15.4,17.3,18.1,7.0,4.5,22.3,22.3,17.9,14.4,10.9,10.9,18.8,89.0,82.0,87.0,86.0,89.0,88.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5479000.0,25.714285714285715,26.65714285714285,13.3,16.37142857142857,87.14285714285714,0.0
22,24.0,,,,,0.0,0,0.0833333333333333,15.416666666666666,9.95,4.800000190734863,4.8,111600.0,183410.84,2917.0,2.2222222222222223,8.020245695401647,0.0,295010.84,2917.0,0.0833333333333333,15.416666666666666,9.95,0.0,6,1,4318000.0,6380000.0,4393000.0,23.0,29.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6051142.857142857,28.571428571428573,,,,,0.0
9,0.0,,,,,0.0,0,,,,,,,,,,,,0.0,0.0,,,,0.0,3,0,0.0,224000.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84714.28571428571,0.4285714285714285,,,,,0.0
12,100.0,27.2,3.8,21.6,84.0,0.0,0,0.1166666666666666,13.1,21.55,4.5,4.7,82808.0,329007.31,4326.0,80.92213312723409,12.625859285618912,0.0,411815.31,4326.0,0.1166666666666666,13.1,21.55,0.0,1,0,22256000.0,17949000.0,21439000.0,93.0,82.0,96.0,27.4,26.0,26.5,27.0,28.1,26.9,26.9,4.5,43.4,17.0,16.2,4.4,22.7,11.9,19.3,17.5,22.5,27.7,28.4,22.6,20.0,83.0,89.0,86.0,85.0,77.0,83.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20676142.85714286,89.28571428571429,27.014285714285712,16.0,22.800000000000004,83.85714285714286,0.0
23,3.0,,,,,0.0,0,0.3166666666666666,11.766666666666667,14.75,5.0,4.9,28800.0,26012.32,319.0,15.131944444444445,23.92943036222836,1.31,54812.32,319.0,0.3166666666666666,11.766666666666667,14.75,1.31,3,0,709980.0,2053500.0,1547790.0,3.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1171724.2857142857,6.142857142857143,,,,,0.0
18,1.0,,,,,0.0,0,0.0333333333333333,8.05,74.2,,,39960.0,,,21.00850850850851,,,39960.0,0.0,0.0333333333333333,8.05,74.2,0.0,5,1,1498800.0,427800.0,407700.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014371.4285714284,2.857142857142857,,,,,0.0
7,17.0,,,,,0.0,0,0.0,14.766666666666667,30.65,4.800000190734863,4.8,97816.0,51407.36,1078.0,51.1051259507647,32.20569972859917,0.0,149223.36,1078.0,0.0,14.766666666666667,30.65,0.0,4,0,5751850.0,3308330.0,8185790.0,17.0,11.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6010110.0,15.0,,,,,0.0
47,0.0,,,,,0.0,0,,,,4.5,,,,,,,,0.0,0.0,,,,0.0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
27,4.0,,,,,0.0,0,,,,4.699999809265137,4.8,,59875.97,1902.0,,31.396568606738228,0.0,59875.97,1902.0,,,,0.0,4,0,6687100.0,5233100.0,7968800.0,18.0,16.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7859214.285714285,18.571428571428573,,,,,0.0
10,16.0,,,,,0.0,0,0.0,15.766666666666667,21.4,4.800000190734863,4.8,189784.0,61175.0,854.0,17.186907220840535,9.79812014711892,0.0,250959.0,854.0,0.0,15.766666666666667,21.4,0.0,5,1,4435800.0,6129000.0,5511700.0,12.0,17.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6780557.142857143,17.0,,,,,0.0
13,2.0,27.0,1.5,16.8,82.0,0.0,0,0.15,8.766666666666667,16.066666666666666,4.900000095367432,5.0,126000.0,0.0,1699.0,1.1904761904761905,,0.0,126000.0,1699.0,0.15,8.766666666666667,16.066666666666666,0.0,6,1,809750.0,261000.0,167000.0,3.0,2.0,1.0,26.9,26.9,27.4,27.2,26.4,27.6,27.5,11.4,19.0,0.0,0.0,6.5,5.1,8.8,16.2,13.8,8.5,8.0,8.6,13.1,9.4,87.0,88.0,85.0,82.0,91.0,85.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581500.0,2.571428571428572,27.057142857142857,6.214285714285716,12.142857142857142,85.71428571428571,0.0
9,21.0,,,,,0.0,0,0.15,12.066666666666666,21.316666666666663,4.5,4.7,66000.0,153180.63,2204.0,25.74242424242424,4.275997559221423,24.08,219180.63,2204.0,0.15,12.066666666666666,21.316666666666663,24.08,1,0,4684000.0,3605000.0,8103000.0,23.0,16.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4409714.285714285,19.142857142857142,,,,,0.0
1,4.0,,,,,0.0,0,0.3,18.0,28.516666666666666,4.5,,,,,,,,0.0,0.0,0.3,18.0,28.516666666666666,0.0,6,1,4040000.0,1418000.0,3333000.0,9.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2146571.4285714286,4.285714285714286,,,,,0.0
15,4.0,28.4,0.0,12.2,68.0,0.0,0,0.1666666666666666,10.416666666666666,22.666666666666668,4.800000190734863,4.9,60912.0,0.0,48.0,48.91811137378513,,0.0,60912.0,48.0,0.1666666666666666,10.416666666666666,22.666666666666668,0.0,6,1,2720900.0,1849000.0,362500.0,4.0,3.0,1.0,28.1,27.6,28.0,27.8,27.7,27.4,26.7,0.0,0.0,0.0,0.3,0.4,3.0,9.9,10.5,12.7,11.0,9.3,14.1,15.2,19.6,69.0,77.0,76.0,79.0,80.0,82.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2302714.285714286,3.4285714285714284,27.857142857142858,0.5285714285714286,12.142857142857142,75.85714285714286,0.0
20,43.0,26.4,15.1,11.6,88.0,0.0,0,0.0,16.383333333333333,17.516666666666666,4.800000190734863,4.8,36000.0,332696.0,2342.0,35.666666666666664,11.003137999855724,0.0,368696.0,2342.0,0.0,16.383333333333333,17.516666666666666,0.0,5,1,8032500.0,9042100.0,7739400.0,52.0,44.0,37.0,26.4,27.2,26.4,26.3,27.2,27.9,27.9,21.8,7.5,12.8,20.1,2.8,1.1,0.3,12.7,9.6,12.8,17.3,17.4,15.2,13.4,88.0,87.0,88.0,89.0,85.0,80.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8996414.285714285,46.142857142857146,26.82857142857143,11.6,13.8,86.42857142857143,0.0
1,5.0,,,,,0.0,0,,,,4.800000190734863,4.8,,0.0,101.0,,,0.0,0.0,101.0,,,,0.0,3,0,5000.0,1219000.0,739000.0,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323928.5714285714,2.4285714285714284,,,,,0.0
7,25.0,,,,,0.0,0,0.0,11.283333333333331,42.016666666666666,4.800000190734863,4.8,102304.0,135196.85,893.0,35.58023146700031,23.42843047008861,0.0,237500.85,893.0,0.0,11.283333333333331,42.016666666666666,0.0,0,0,7097880.0,7395210.0,7727840.0,18.0,19.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7418742.857142857,19.714285714285715,,,,,0.0
35,31.0,,,,,0.0,0,0.1166666666666666,12.183333333333334,23.416666666666668,4.800000190734863,4.6,79800.0,244328.0,2600.0,37.12844611528822,14.548475819390328,0.0,324128.0,2600.0,0.1166666666666666,12.183333333333334,23.416666666666668,0.0,1,0,8574900.0,7396980.0,6727995.0,33.0,30.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8044262.857142857,31.714285714285715,,,,,0.0
35,0.0,,,,,0.0,0,,,,,,87000.0,432477.09,3090.0,11.218390804597702,7.107890963657751,,519477.09,3090.0,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
10,43.0,,,,,0.0,0,0.0,16.433333333333334,16.75,4.699999809265137,,,,,,,,0.0,0.0,0.0,16.433333333333334,16.75,0.0,5,1,12970900.0,8910200.0,15598000.0,36.0,33.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13196957.142857144,40.71428571428572,,,,,0.0
38,0.0,27.8,5.1,9.4,85.0,0.0,0,,,,5.0,,,,,,,,0.0,0.0,,,,0.0,1,0,0.0,0.0,742313.0,0.0,0.0,1.0,27.9,27.3,28.0,28.0,28.2,28.1,27.6,8.8,4.2,2.1,1.2,0.3,0.4,4.2,10.4,8.6,8.3,9.5,14.2,12.5,10.0,85.0,86.0,80.0,81.0,83.0,82.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,3.157142857142857,10.414285714285716,83.14285714285714,0.0
32,0.0,,,,,0.0,0,,,,4.699999809265137,4.8,,0.0,0.0,,,100.0,0.0,0.0,,,,100.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
16,21.0,,,,,0.0,0,0.2,5.116666666666666,22.48333333333333,4.699999809265137,4.8,59616.0,118890.0,1046.0,19.108964036500268,13.08604592480444,0.0,178506.0,1046.0,0.2,5.116666666666666,22.48333333333333,0.0,3,0,2016600.0,1674000.0,2448900.0,17.0,11.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2589628.571428572,13.428571428571429,,,,,0.0
9,27.0,,,,,0.0,0,0.05,11.916666666666666,24.366666666666667,4.699999809265137,4.7,206240.0,180566.44,3451.0,12.626066718386346,14.277293166991608,0.0,386806.44,3451.0,0.05,11.916666666666666,24.366666666666667,0.0,6,1,8884000.0,8951000.0,9107000.0,27.0,31.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9204571.42857143,29.857142857142858,,,,,0.0
53,2.0,,,,,0.0,0,0.0,8.466666666666667,13.266666666666667,4.800000190734863,5.0,22800.0,0.0,54.0,4.934210526315789,,0.0,22800.0,54.0,0.0,8.466666666666667,13.266666666666667,0.0,2,0,729500.0,728000.0,1340500.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579428.5714285715,3.7142857142857135,,,,,0.0
24,0.0,25.4,1.9,17.6,84.0,0.0,0,,,,,,,,,,,,0.0,0.0,,,,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,26.2,26.1,25.5,26.4,26.2,26.0,26.0,3.5,2.2,2.2,0.7,4.3,5.0,4.3,15.1,15.8,8.7,9.2,13.8,16.6,18.2,89.0,89.0,89.0,89.0,89.0,88.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.97142857142857,2.8285714285714287,13.828571428571433,88.14285714285714,0.0
24,4.0,25.8,2.1,12.7,90.0,0.0,0,0.1166666666666666,6.066666666666666,19.716666666666665,0.0,5.0,0.0,12466.8,106.0,,41.22950556678538,0.0,12466.8,106.0,0.1166666666666666,6.066666666666666,19.716666666666665,0.0,0,0,476000.0,524800.0,409900.0,1.0,3.0,2.0,26.0,26.4,26.3,25.9,25.9,26.5,27.4,20.2,8.4,2.7,24.9,20.7,9.8,0.3,13.0,9.6,8.7,9.3,15.3,17.5,16.6,87.0,89.0,90.0,90.0,88.0,85.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430871.4285714286,2.0,26.11428571428571,12.685714285714283,12.3,88.42857142857143,0.0
43,2.0,,,,,0.0,0,0.0,18.8,13.033333333333331,4.800000190734863,4.8,,0.0,73.0,,,0.0,0.0,73.0,0.0,18.8,13.033333333333331,0.0,5,1,443762.0,933150.0,693112.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511877.8571428572,1.5714285714285714,,,,,0.0
50,3.0,,,,,0.0,0,0.5166666666666667,16.933333333333334,40.78333333333333,5.0,,,,,,,,0.0,0.0,0.5166666666666667,16.933333333333334,40.78333333333333,0.0,4,0,1000.0,1000.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181714.2857142857,1.5714285714285714,,,,,0.0
7,15.0,,,,,0.0,0,0.0,14.583333333333334,13.433333333333334,4.800000190734863,4.8,92752.0,91187.69,416.0,20.523546662066583,22.814482963654413,0.0,183939.69,416.0,0.0,14.583333333333334,13.433333333333334,0.0,5,1,6077500.0,8366700.0,9473000.0,19.0,38.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6465642.857142857,21.714285714285715,,,,,0.0
10,39.0,,,,,0.0,0,0.0,14.5,13.716666666666669,4.699999809265137,,,,,,,,0.0,0.0,0.0,14.5,13.716666666666669,0.0,5,1,10484400.0,10666300.0,13178000.0,37.0,43.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12149642.857142856,41.57142857142857,,,,,0.0
1,12.0,,,,,0.0,0,0.2166666666666666,14.1,28.05,4.699999809265137,0.0,97000.0,31716.41,977.0,14.56701030927835,37.80377413458837,0.0,128716.41,977.0,0.2166666666666666,14.1,28.05,0.0,5,1,6748400.0,8003000.0,3108500.0,10.0,15.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5558914.285714285,12.857142857142858,,,,,0.0
21,7.0,,,,,0.0,0,0.0,8.266666666666667,20.08333333333333,4.800000190734863,4.7,42624.0,140969.83,2702.0,24.92727102102102,2.518269334651252,0.0,183593.83,2702.0,0.0,8.266666666666667,20.08333333333333,0.0,5,1,2476500.0,1030000.0,2787500.0,32.0,6.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1612928.5714285714,12.142857142857142,,,,,0.0
10,38.0,,,,,0.0,0,0.0,12.216666666666669,20.266666666666666,4.800000190734863,4.8,135032.0,76426.46,1675.0,67.94389478049648,19.459229172723685,0.0,211458.46,1675.0,0.0,12.216666666666669,20.266666666666666,0.0,4,0,9786200.0,11362400.0,8439500.0,26.0,27.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12072742.857142856,29.571428571428573,,,,,0.0
6,15.0,27.3,0.0,8.5,85.0,0.0,0,0.0666666666666666,36.0,26.183333333333334,4.800000190734863,4.8,19200.0,64344.37,1492.0,57.81265625,17.37149652720199,36.0,83544.37,1492.0,0.0666666666666666,36.0,26.183333333333334,36.0,3,0,2727400.0,5347727.0,6233600.0,11.0,21.0,15.0,27.1,26.3,27.5,27.4,26.9,26.3,26.7,0.0,6.5,5.1,8.8,5.0,8.3,9.9,8.0,8.6,13.1,9.4,10.1,14.5,18.4,82.0,91.0,85.0,87.0,87.0,87.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4433400.142857143,15.571428571428571,26.97142857142857,4.814285714285716,10.314285714285717,86.28571428571429,0.0
38,0.0,27.1,8.1,11.2,85.0,0.0,0,,,,5.0,,,,,,,,0.0,0.0,,,,0.0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,27.3,28.5,28.4,28.4,27.7,27.4,27.4,9.2,1.6,0.3,0.0,0.4,1.6,3.3,16.7,15.5,12.2,12.9,10.1,14.4,14.1,83.0,78.0,72.0,68.0,77.0,80.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.82857142857143,3.028571428571429,13.285714285714286,77.57142857142857,0.0
30,4.0,,,,,0.0,0,,,,,5.0,,15911.74,33.0,,18.22553661636,0.0,15911.74,33.0,,,,0.0,6,1,203000.0,166750.0,288500.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248571.42857142855,1.4285714285714286,,,,,0.0
7,19.0,,,,,0.0,0,0.0,12.333333333333334,22.23333333333333,4.800000190734863,,102568.0,,,43.12261134076905,,,102568.0,0.0,0.0,12.333333333333334,22.23333333333333,0.0,3,0,4911800.0,3966900.0,9960400.0,17.0,9.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6039814.285714285,13.714285714285714,,,,,0.0
23,1.0,,,,,0.0,0,0.7166666666666667,8.283333333333333,34.96666666666667,4.900000095367432,4.8,9800.0,0.0,0.0,0.0,,0.0,9800.0,0.0,0.7166666666666667,8.283333333333333,34.96666666666667,0.0,3,0,617100.0,544500.0,329120.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781832.8571428572,3.0,,,,,0.0
50,5.0,,,,,0.0,0,0.1666666666666666,7.8,14.866666666666667,4.5,2.0,45000.0,0.0,0.0,9.422222222222222,,999.0,45000.0,0.0,0.1666666666666666,7.8,14.866666666666667,999.0,1,0,195000.0,0.0,810000.0,2.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338428.5714285714,2.7142857142857144,,,,,0.0
24,5.0,26.1,13.3,6.5,90.0,0.0,0,0.25,9.433333333333334,30.366666666666667,4.800000190734863,4.8,32400.0,0.0,365.0,0.0,,0.0,32400.0,365.0,0.25,9.433333333333334,30.366666666666667,0.0,6,1,469500.0,1325100.0,3238800.0,3.0,4.0,8.0,26.2,26.2,26.4,24.9,25.7,24.9,25.2,7.1,4.7,13.7,22.5,20.5,42.1,22.7,8.0,6.2,17.3,25.3,26.3,23.9,25.8,87.0,88.0,87.0,93.0,89.0,93.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340200.0,6.285714285714286,25.77142857142857,17.7,16.214285714285715,89.57142857142857,0.0
13,5.0,28.2,2.4,10.4,74.0,0.0,0,0.1166666666666666,39.78333333333333,36.833333333333336,4.0,5.0,42656.0,56083.14,321.0,0.0,14.52753893594403,0.0,98739.14,321.0,0.1166666666666666,39.78333333333333,36.833333333333336,0.0,4,0,752250.0,1275000.0,538000.0,3.0,3.0,3.0,28.3,27.8,28.2,28.0,28.4,28.1,28.0,2.1,1.2,1.1,0.1,0.0,0.1,0.2,8.9,17.3,16.3,19.8,14.8,14.3,15.0,72.0,70.0,64.0,63.0,60.0,70.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561642.8571428572,2.2857142857142856,28.142857142857142,1.0000000000000004,14.542857142857144,67.57142857142857,0.0
24,1.0,26.9,1.6,10.1,86.0,0.0,0,0.2666666666666666,22.916666666666668,13.25,0.0,5.0,,0.0,155.0,,,0.0,0.0,155.0,0.2666666666666666,22.916666666666668,13.25,0.0,1,0,376800.0,107900.0,1783000.0,2.0,1.0,2.0,26.4,25.8,26.2,26.1,26.6,27.0,26.1,4.9,2.5,16.4,1.3,5.4,0.1,6.0,15.8,12.9,12.6,9.9,11.8,16.7,17.2,87.0,92.0,91.0,88.0,86.0,85.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402771.4285714286,3.571428571428572,26.428571428571427,4.6,12.828571428571427,87.85714285714286,0.0
19,12.0,,,,,0.0,0,0.0,12.233333333333333,22.566666666666663,4.800000190734863,4.8,65512.0,66968.31,929.0,0.0,21.65949835078711,0.0,132480.31,929.0,0.0,12.233333333333333,22.566666666666663,0.0,6,1,8468900.0,4704800.0,6200100.0,15.0,7.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5115128.571428572,13.428571428571429,,,,,0.0
39,0.0,,,,,0.0,0,,,,4.0,,,,,,,,0.0,0.0,,,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
12,66.0,27.5,0.0,14.4,76.0,0.0,0,0.0666666666666666,9.983333333333333,21.65,4.900000095367432,4.6,131454.0,317541.29,6524.0,12.892722929694038,4.342742324943003,,448995.29,6524.0,0.0666666666666666,9.983333333333333,21.65,0.0,6,1,10101200.0,10283600.0,9985415.0,66.0,66.0,67.0,27.0,27.5,27.6,27.8,27.6,27.7,28.0,0.0,0.3,0.0,0.5,0.1,0.7,0.0,14.6,16.2,18.2,19.3,20.6,21.7,22.6,79.0,77.0,76.0,74.0,78.0,78.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9546400.0,63.85714285714285,27.52857142857143,0.2285714285714285,17.857142857142858,76.85714285714286,0.0
37,0.0,,,,,0.0,0,,,,5.0,5.0,,0.0,68.0,,,0.0,0.0,68.0,,,,0.0,2,0,0.0,0.0,5000.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,1.7142857142857142,,,,,0.0
15,1.0,27.4,10.0,18.1,83.0,0.0,0,0.0,10.766666666666667,17.216666666666665,4.800000190734863,4.9,54432.0,0.0,74.0,12.25382128159906,,0.0,54432.0,74.0,0.0,10.766666666666667,17.216666666666665,0.0,4,0,1237500.0,195900.0,2124900.0,2.0,1.0,4.0,28.2,28.7,28.9,28.4,28.1,28.1,27.6,4.1,0.2,0.0,0.8,0.6,0.3,5.4,15.5,12.9,13.6,8.6,14.6,15.2,13.6,81.0,76.0,71.0,76.0,76.0,80.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1813114.2857142857,2.857142857142857,28.257142857142856,2.2857142857142856,14.071428571428571,77.57142857142857,0.0
22,2.0,,,,,0.0,0,0.1166666666666666,16.95,16.466666666666665,,,,0.0,0.0,,,,0.0,0.0,0.1166666666666666,16.95,16.466666666666665,0.0,3,0,436000.0,567000.0,246000.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531428.5714285715,2.571428571428572,,,,,0.0
1,4.0,,,,,0.0,0,1.05,11.1,38.766666666666666,4.300000190734863,0.0,29000.0,,,16.82758620689655,,,29000.0,0.0,1.05,11.1,38.766666666666666,0.0,6,1,727500.0,1673000.0,563000.0,4.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1506071.4285714286,4.857142857142857,,,,,0.0
49,18.0,,,,,0.0,0,0.1666666666666666,8.633333333333333,20.766666666666666,4.199999809265137,,38320.0,,,71.52922755741128,,,38320.0,0.0,0.1666666666666666,8.633333333333333,20.766666666666666,0.0,5,1,1717000.0,1748000.0,4066000.0,11.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2672142.8571428573,11.857142857142858,,,,,0.0
19,6.0,,,,,0.0,0,0.0,7.383333333333334,28.916666666666668,4.800000190734863,4.8,59520.0,44795.55,446.0,33.697916666666664,16.481547832318164,0.0,104315.55,446.0,0.0,7.383333333333334,28.916666666666668,0.0,1,0,1051800.0,2792600.0,8370000.0,5.0,9.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5017157.142857143,12.0,,,,,0.0
10,43.0,,,,,0.0,0,0.0,14.783333333333331,19.416666666666668,4.800000190734863,0.0,133000.0,153474.18,13200.0,14.69548872180451,6.319629790496356,,286474.18,13200.0,0.0,14.783333333333331,19.416666666666668,0.0,5,1,11814000.0,10394800.0,15182500.0,34.0,27.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11355342.857142856,34.0,,,,,0.0
